학교ID,학교명,학교급구분,위도,경도,시도명,시군구명,읍면동명,현행_농어촌,α1_학원수,β1_최단광역접근시간,β2_광역접근가능시설수,γ1_학령인구10대,δ1_사교육비,δ3_참여율,α1_학원수_norm,β1_최단광역접근시간_norm,β2_광역접근가능시설수_norm,γ1_학령인구10대_norm,δ1_사교육비_norm,δ3_참여율_norm,E_s,G_괴리도
B000011977,혜성여자고등학교,고등학교,37.64055021,127.0736197,서울특별시,노원구,하계동,0,1428,22.66,1.07,2762,76.7,72.8,0.4123592261045337,0.8763053655023406,0.1873905429071804,0.18085385018334207,0.9999999999999999,0.7090301003344479,0.5609898475053074,0.439
B000011018,성지여자중학교,중학교,35.19793722,128.5598321,경상남도,창원시 마산합포구,완월동,0,0,19.88,2.13,601,35.9,68.3,0.0,0.901332373064458,0.37302977232924694,0.039353064431639606,0.15352697095435675,0.5585284280936451,0.3376284348122244,0.662
B000013401,하동여자고등학교,고등학교,35.06279872,127.7472305,경상남도,하동군,하동읍,1,42,37.34,1.12,732,35.1,58.3,0.012128212532486284,0.7441483615412315,0.1961471103327496,0.04793085385018334,0.13692946058091282,0.22408026755852828,0.22689404439934863,0.227
B000009195,금광중학교,중학교,37.44660311,127.1716429,경기도,성남시 중원구,금광동,0,0,44.2,0.0,1181,48.2,75.6,0.0,0.6823910694994598,0.0,0.07733106338397067,0.4087136929460581,0.8026755852842806,0.32851856851896155,0.671
B000011089,내동중학교,중학교,35.24106571,128.8589326,경상남도,김해시,내동,0,1596,19.75,0.99,5939,35.9,68.3,0.4608720762344788,0.9025027007562118,0.1733800350262697,0.3888816134101624,0.15352697095435675,0.5585284280936451,0.43961530407918736,0.56
B000008673,덕원중학교,중학교,35.82572222,128.705953,대구광역시,수성구,욱수동,0,2501,30.1,0.88,4227,47.4,74.8,0.7222061796130523,0.8093266114512063,0.15411558669001751,0.2767810371922473,0.39211618257261405,0.7759197324414713,0.5217442216601015,0.478
B000011957,성신여자고등학교,고등학교,37.59428963,127.0224072,서울특별시,성북구,돈암동,0,980,26.36,2.66,924,76.7,72.8,0.2829916257580133,0.8429960388908895,0.4658493870402802,0.060502881089575695,0.9999999999999999,0.7090301003344479,0.560228338852201,0.44
B000009175,원천중학교,중학교,37.27640244,127.0490259,경기도,수원시 영통구,원천동,0,0,40.57,0.11,5252,48.2,75.6,0.0,0.7150702196615052,0.01926444833625219,0.34389732844421167,0.4087136929460581,0.8026755852842806,0.3816035457787179,0.618
B000008562,브니엘예술중학교,중학교,35.25485306,129.1039264,부산광역시,금정구,구서동,0,611,32.46,0.5,1533,47.4,72.2,0.17643661565116953,0.7880806625855239,0.08756567425569177,0.10037977998952331,0.39211618257261405,0.6889632107023413,0.3722570209594772,0.628
B000012397,학성고등학교,고등학교,35.5316044,129.3003274,울산광역시,남구,신정동,0,1362,20.85,2.0,3306,40.3,62.0,0.39330060641062664,0.8925999279798343,0.3502626970227671,0.21647459402828706,0.24481327800829866,0.34782608695652173,0.4075461984010558,0.592
B000009760,육민관중학교,중학교,37.30936357,127.9184855,강원특별자치도,원주시,흥업면,1,1008,37.89,0.78,681,35.2,66.3,0.2910771007796708,0.7391969751530428,0.13660245183887917,0.04459140911471975,0.13900414937759342,0.49163879598662175,0.30701848037508794,0.307
B000012178,신명고등학교,고등학교,35.86838328,128.584035,대구광역시,중구,동산동,0,452,18.36,3.26,508,49.0,62.1,0.13052266820675715,0.9150162045372705,0.5709281961471103,0.03326348873755893,0.425311203319502,0.3511705685618731,0.40436872158501197,0.596
B000008700,동변중학교,중학교,35.91925722,128.6056093,대구광역시,북구,동변동,0,1177,45.53,0.0,3266,47.4,74.8,0.33987871787467516,0.670417716960749,0.0,0.213855421686747,0.39211618257261405,0.7759197324414713,0.3986979619227094,0.601
B000010334,청하중학교,중학교,35.88191902,126.8514878,전북특별자치도,김제시,청하면,1,107,53.09,0.0,55,37.4,64.9,0.030898065261334106,0.6023586604249189,0.0,0.003601361969617601,0.18464730290456421,0.44481605351170583,0.21105357401202343,0.211
B000011972,서라벌고등학교,고등학교,37.64525653,127.0758406,서울특별시,노원구,중계동,0,1428,26.71,0.98,5062,76.7,72.8,0.4123592261045337,0.8398451566438603,0.17162872154115585,0.3314562598218963,0.9999999999999999,0.7090301003344479,0.577386577407649,0.423
B000010208,순성중학교,중학교,36.85241021,126.706178,충청남도,당진시,순성면,1,325,90.84,0.0,198,35.6,67.5,0.09384926364423911,0.26251350378105864,0.0,0.012964903090623363,0.14730290456431538,0.5317725752508362,0.1747338583885121,0.175
B000011332,한세사이버보안고등학교,고등학교,37.55178983,126.9520321,서울특별시,마포구,아현동,0,1166,20.58,2.93,2299,76.7,72.8,0.336702281259024,0.8950306085703997,0.5131348511383538,0.15053693033001572,0.9999999999999999,0.7090301003344479,0.6007391286053735,0.399
B000022947,기민중학교,중학교,36.19634099,127.1085413,충청남도,논산시,관촉동,0,165,19.94,3.15,3617,35.6,67.5,0.04764654923476755,0.9007922218221102,0.5516637478108581,0.23683865898376114,0.14730290456431538,0.5317725752508362,0.4026694429444414,0.597
B000012113,가야고등학교,고등학교,35.14630264,129.0310877,부산광역시,부산진구,가야동,0,899,26.29,2.08,1469,44.0,59.9,0.2596015015882183,0.8436262153402952,0.36427320490367776,0.0961891042430592,0.32157676348547715,0.277591973244147,0.3604764604674791,0.64
B000010853,장산중학교,중학교,35.81897414,128.7303219,경상북도,경산시,사정동,0,672,16.85,2.03,3285,34.3,68.4,0.19405140051978054,0.9286100108030249,0.3555166374781086,0.21509952854897854,0.12033195020746879,0.561872909698997,0.39591373954272635,0.604
B000008209,태랑중학교,중학교,37.62698409,127.0913718,서울특별시,노원구,공릉동,0,1428,22.34,1.3,4069,66.4,81.5,0.4123592261045337,0.8791861721281959,0.22767075306479861,0.266435306443164,0.7863070539419087,0.9999999999999998,0.5953264186137668,0.405
B000011198,창선중학교,중학교,34.85749552,128.0122318,경상남도,남해군,창선면,1,45,102.69,0.08,325,35.9,68.3,0.012994513427663876,0.1558336334173568,0.014010507880910683,0.021280775275013097,0.15352697095435675,0.5585284280936451,0.15269580484149103,0.153
B000012852,상당고등학교,고등학교,36.60641965,127.5086186,충청북도,청주시 상당구,용암동,0,0,54.68,0.0,4895,32.1,53.8,0.0,0.5880446525027008,0.0,0.3205212152959665,0.07468879668049788,0.0735785953177257,0.17613887663281513,0.824
B000008328,방화중학교,중학교,37.56433471,126.8071069,서울특별시,강서구,방화동,0,1383,37.27,0.07,3247,66.4,81.5,0.3993647126768698,0.7447785379906373,0.01225919439579685,0.21261131482451545,0.7863070539419087,0.9999999999999998,0.5258868023049545,0.474
B000023808,대전새미래중학교,중학교,36.37926605,127.3051004,대전광역시,유성구,지족동,0,1155,32.33,0.59,4717,43.8,71.5,0.3335258446433728,0.7892509902772776,0.10332749562171628,0.30886589837611317,0.31742738589211605,0.6655518394648829,0.4196582423792464,0.58
B000008719,대서중학교,중학교,35.82360753,128.5435493,대구광역시,달서구,송현동,0,1756,13.19,1.0,968,47.4,74.8,0.5070747906439503,0.9615592365862442,0.17513134851138354,0.06338397066526978,0.39211618257261405,0.7759197324414713,0.47919754357015554,0.521
B000008134,연북중학교,중학교,37.57758095,126.9384801,서울특별시,서대문구,연희동,0,745,25.14,1.33,1933,66.4,81.5,0.21513138896910194,0.8539791141519626,0.2329246935201401,0.12657150340492404,0.7863070539419087,0.9999999999999998,0.5358189589980061,0.464
B000008718,상인중학교,중학교,35.81135533,128.5501219,대구광역시,달서구,상인동,0,1756,29.73,0.62,359,47.4,74.8,0.5070747906439503,0.8126575441123515,0.1085814360770578,0.02350707176532216,0.39211618257261405,0.7759197324414713,0.43664279293546115,0.563
B000009795,현북중학교,중학교,38.01470005,128.6939467,강원특별자치도,양양군,현북면,1,32,109.38,0.0,89,35.2,66.3,0.009240542881894312,0.09560676989557071,0.0,0.005827658459926664,0.13900414937759342,0.49163879598662175,0.1235529861002678,0.124
B000012639,부원고등학교,고등학교,37.11673313,127.619479,경기도,이천시,장호원읍,1,580,30.04,1.25,1143,57.3,67.5,0.1674848397343344,0.8098667626935542,0.21891418563922943,0.0748428496595076,0.5975103734439834,0.5317725752508362,0.40006526440357415,0.4
B000011464,대전도시과학고등학교,고등학교,36.29751392,127.3199445,대전광역시,유성구,원내동,0,1155,43.73,0.14,2168,48.6,63.9,0.3335258446433728,0.6866222542311847,0.0245183887915937,0.141959140911472,0.41701244813278004,0.4113712374581937,0.33583488569476616,0.664
B000010628,해룡중학교,중학교,35.26843387,126.513448,전라남도,영광군,영광읍,1,86,16.57,0.93,2403,33.6,63.7,0.024833958995090964,0.9311307166006482,0.1628721541155867,0.15734677841801992,0.10580912863070535,0.4046822742474918,0.29777916850125713,0.298
B000011647,전북펫고등학교,고등학교,35.54753286,127.3281427,전북특별자치도,임실군,오수면,1,20,64.72,0.88,140,34.4,52.7,0.005775339301183945,0.49765934461649264,0.15411558669001751,0.009167103195390257,0.12240663900414928,0.03678929765886285,0.13765221841101608,0.138
B000010299,학산중학교,중학교,35.56034415,126.8753952,전북특별자치도,정읍시,상동,0,229,26.01,1.68,2473,37.4,64.9,0.06612763499855617,0.8461469211379186,0.29422066549912435,0.16193033001571505,0.18464730290456421,0.44481605351170583,0.33298148467793065,0.667
B000012804,내면고등학교,고등학교,37.766466,128.3877386,강원특별자치도,홍천군,내면,1,81,81.84,0.42,111,31.0,52.2,0.02339012416979498,0.3435361901332372,0.07355516637478109,0.0072682032477737035,0.051867219917012375,0.02006688963210701,0.08661396557911771,0.087
B000008219,상계제일중학교,중학교,37.6610756,127.0780785,서울특별시,노원구,중계동,0,1428,30.59,0.58,1814,66.4,81.5,0.4123592261045337,0.8049153763053655,0.10157618213660244,0.11877946568884233,0.7863070539419087,0.9999999999999998,0.5373228840295421,0.463
B000012841,거진고등학교,고등학교,38.43968179,128.4501481,강원특별자치도,고성군,거진읍,1,17,22.34,0.93,273,31.0,52.2,0.004909038406006353,0.8791861721281959,0.1628721541155867,0.017875851231011,0.051867219917012375,0.02006688963210701,0.18946288757165325,0.189
B000012790,철암고등학교,고등학교,37.1218814,129.0442778,강원특별자치도,태백시,철암동,0,43,45.1,0.95,53,31.0,52.2,0.012416979497545482,0.6742888008642419,0.16637478108581435,0.0034704033525405974,0.051867219917012375,0.02006688963210701,0.15474751239154363,0.845
B000010675,하의중학교,중학교,34.60603857,126.0371142,전라남도,신안군,하의면,1,4,120.0,0.03,98,33.6,63.7,0.001155067860236789,0.0,0.005253940455341506,0.00641697223677318,0.10580912863070535,0.4046822742474918,0.08721956390509143,0.087
B000009469,소하중학교,중학교,37.44819692,126.887415,경기도,광명시,소하동,0,886,30.99,0.63,3797,48.2,75.6,0.2558475310424488,0.8013143680230465,0.11033274956217164,0.24862493452069148,0.4087136929460581,0.8026755852842806,0.4379181435631161,0.562
B000011087,활천중학교,중학교,35.23568579,128.9239733,경상남도,김해시,지내동,0,1596,31.78,0.33,569,35.9,68.3,0.4608720762344788,0.7942023766654663,0.05779334500875657,0.03725772655840755,0.15352697095435675,0.5585284280936451,0.3436968205858518,0.656
B000012912,대천고등학교,고등학교,36.36580643,126.6049566,충청남도,보령시,죽정동,0,172,32.35,0.79,1140,34.0,53.5,0.04966791799018193,0.7890709398631617,0.138353765323993,0.0746464117338921,0.11410788381742731,0.0635451505016722,0.2048986782050547,0.795
B000008519,동의중학교,중학교,35.16436585,129.070422,부산광역시,부산진구,전포동,0,899,16.74,1.49,1469,47.4,72.2,0.2596015015882183,0.9296002880806626,0.2609457092819615,0.0961891042430592,0.39211618257261405,0.6889632107023413,0.43790266607814277,0.562
B000008182,당산서중학교,중학교,37.53248394,126.8988251,서울특별시,영등포구,당산동5가,0,872,16.9,1.52,2281,66.4,81.5,0.25180479353162,0.928159884767735,0.266199649737303,0.1493583027763227,0.7863070539419087,0.9999999999999998,0.5636382807924816,0.436
B000009280,신성중학교,중학교,37.38415457,126.918832,경기도,안양시 만안구,안양동,0,0,19.87,0.98,1540,48.2,75.6,0.0,0.901422398271516,0.17162872154115585,0.10083813514929282,0.4087136929460581,0.8026755852842806,0.39754642219871716,0.602
B000011151,군북중학교,중학교,35.26050336,128.3437104,경상남도,함안군,군북면,1,108,83.7,0.3,250,35.9,68.3,0.031186832226393305,0.3267915016204537,0.05253940455341506,0.01636982713462546,0.15352697095435675,0.5585284280936451,0.18982382743048154,0.19
B000008624,해운대여자중학교,중학교,35.16805143,129.1535665,부산광역시,해운대구,우동,0,1401,21.31,1.77,0,47.4,72.2,0.40456251804793536,0.8884587684551675,0.30998248686514884,0.0,0.39211618257261405,0.6889632107023413,0.4473471944405345,0.553
B000008512,동양중학교,중학교,35.177302,129.0318199,부산광역시,부산진구,부암동,0,899,28.28,1.48,1469,47.4,72.2,0.2596015015882183,0.825711199135758,0.2591943957968476,0.0961891042430592,0.39211618257261405,0.6889632107023413,0.42029593233980633,0.58
B000009533,양진중학교,중학교,36.98582893,127.1438654,경기도,안성시,공도읍,1,349,54.48,0.0,7848,48.2,75.6,0.10077967080565985,0.5898451566438603,0.0,0.5138816134101624,0.4087136929460581,0.8026755852842806,0.40264928651500353,0.403
B000011854,계원예술고등학교,고등학교,37.35836192,127.1155061,경기도,성남시 분당구,정자동,0,0,22.75,1.0,1914,57.3,67.5,0.0,0.8754951386388189,0.17513134851138354,0.1253273965426925,0.5975103734439834,0.5317725752508362,0.38420613873128573,0.616
B000008427,광진중학교,중학교,37.53221959,127.0901621,서울특별시,광진구,자양동,0,735,19.46,1.68,2841,66.4,81.5,0.21224371931850997,0.9051134317608931,0.29422066549912435,0.18602671555788372,0.7863070539419087,0.9999999999999998,0.5639852643463865,0.436
B000010433,문태중학교,중학교,34.80057558,126.4030507,전라남도,목포시,용당동,0,510,21.03,2.44,226,33.6,63.7,0.1472711521801906,0.8909794742527908,0.4273204903677758,0.014798323729701416,0.10580912863070535,0.4046822742474918,0.3318101405681093,0.668
B000010267,선유도중학교,중학교,35.81187125,126.4124056,전북특별자치도,군산시,옥도면,1,660,30.58,1.46,96,37.4,64.9,0.1905861969390702,0.8050054015124235,0.25569176882662,0.006286013619696176,0.18464730290456421,0.44481605351170583,0.31450545621901327,0.315
B000012216,영남고등학교,고등학교,35.82076999,128.5363043,대구광역시,달서구,상인동,0,1756,19.94,1.0,3552,49.0,62.1,0.5070747906439503,0.9007922218221102,0.17513134851138354,0.2325825039287585,0.425311203319502,0.3511705685618731,0.4320104394645962,0.568
B000013008,함열고등학교,고등학교,36.08260778,126.9589768,전북특별자치도,익산시,함열읍,1,630,20.73,0.87,419,34.4,52.7,0.18192318798729426,0.89368023046453,0.15236427320490367,0.02743583027763227,0.12240663900414928,0.03678929765886285,0.23576657643289536,0.236
B000013338,충렬여자고등학교,고등학교,34.88688775,128.4650492,경상남도,통영시,용남면,1,270,48.87,0.02,1447,35.1,58.3,0.07796708056598325,0.640349297803385,0.0035026269702276708,0.09474855945521216,0.13692946058091282,0.22408026755852828,0.1962628821557082,0.196
B000011167,웅상여자중학교,중학교,35.37547538,129.1448484,경상남도,양산시,평산동,0,1008,47.35,0.0,2846,35.9,68.3,0.2910771007796708,0.6540331292761973,0.0,0.18635411210057623,0.15352697095435675,0.5585284280936451,0.307253290200741,0.693
B000012864,충주여자고등학교,고등학교,36.96093611,127.9381598,충청북도,충주시,용산동,0,490,36.78,0.13,1708,32.1,53.8,0.14149581287900664,0.7491897731364782,0.02276707530647986,0.11183865898376114,0.07468879668049788,0.0735785953177257,0.19559311871732493,0.804
B000011461,대덕소프트웨어마이스터고등학교,고등학교,36.39202633,127.3630148,대전광역시,유성구,장동,0,1155,51.2,0.0,2521,48.6,63.9,0.3335258446433728,0.6193734245588765,0.0,0.16507333682556313,0.41701244813278004,0.4113712374581937,0.3243927152697977,0.676
B000012340,광주동신여자고등학교,고등학교,35.16943786,126.9223461,광주광역시,북구,두암동,0,1326,23.24,1.0,450,41.3,60.7,0.38290499566849556,0.871083903492978,0.17513134851138354,0.029465688842325827,0.2655601659751037,0.30434782608695676,0.3380823214295406,0.662
B000008861,인천해원중학교,중학교,37.52723444,126.6280402,인천광역시,서구,청라동,0,1793,81.2,0.0,5064,44.6,71.0,0.5177591683511407,0.34929780338494776,0.0,0.3315872184389733,0.3340248962655602,0.6488294314381269,0.3635830863131248,0.636
B000009162,수원원일중학교,중학교,37.26539571,127.053545,경기도,수원시 영통구,매탄동,0,0,32.32,0.54,1479,48.2,75.6,0.0,0.7893410154843357,0.09457092819614711,0.09684389732844421,0.4087136929460581,0.8026755852842806,0.36535751987321097,0.635
B000013538,대전노은고등학교,고등학교,36.36939669,127.3232157,대전광역시,유성구,노은동,0,1155,36.45,0.0,2676,48.6,63.9,0.3335258446433728,0.7521606049693914,0.0,0.1752226296490309,0.41701244813278004,0.4113712374581937,0.3482154608087948,0.652
B000012794,삼척고등학교,고등학교,37.44582388,129.1640652,강원특별자치도,삼척시,당저동,0,86,27.44,1.08,600,31.0,52.2,0.024833958995090964,0.833273316528628,0.18914185639229422,0.0392875851231011,0.051867219917012375,0.02006688963210701,0.19307847109803897,0.807
B000008439,개운중학교,중학교,37.59462665,127.0248421,서울특별시,성북구,돈암동,0,980,28.43,1.32,1535,66.4,81.5,0.2829916257580133,0.8243608210298884,0.23117338003502627,0.10051073860660031,0.7863070539419087,0.9999999999999998,0.5375572698952394,0.462
B000010238,전일중학교,중학교,35.83829946,127.1449636,전북특별자치도,전주시 덕진구,인후동2가,0,0,25.48,2.64,593,37.4,64.9,0.0,0.8509182571119913,0.46234676007005254,0.03882922996333159,0.18464730290456421,0.44481605351170583,0.3302596005936076,0.67
B000008543,남일중학교,중학교,35.19312221,129.1116161,부산광역시,동래구,안락동,0,1140,18.45,1.3,2813,47.4,72.2,0.3291943401674849,0.9142059776737487,0.22767075306479861,0.18419329491880568,0.39211618257261405,0.6889632107023413,0.4560572931832988,0.544
B000011031,마산삼진중학교,중학교,35.11430894,128.4882202,경상남도,창원시 마산합포구,진동면,1,0,41.77,0.0,1097,35.9,68.3,0.0,0.704267194814548,0.0,0.07183080146673651,0.15352697095435675,0.5585284280936451,0.2480255658882144,0.248
B000012056,언남고등학교,고등학교,37.47233002,127.0430052,서울특별시,서초구,양재동,0,1823,27.2,1.18,1318,76.7,72.8,0.5264221773029166,0.8354339214980194,0.20665499124343256,0.08630172865374543,0.9999999999999999,0.7090301003344479,0.560640486505427,0.439
B000009122,신언중학교,중학교,35.56747899,129.1137675,울산광역시,울주군,언양읍,1,597,25.69,1.15,2938,43.9,74.2,0.17239387814034077,0.8490277277637739,0.20140105078809106,0.1923782084861184,0.31950207468879666,0.7558528428093647,0.41509263044608086,0.415
B000013491,경남여자고등학교,고등학교,35.13292384,129.0439489,부산광역시,동구,수정동,0,112,23.66,1.54,508,44.0,59.9,0.03234190008663009,0.867302844796543,0.26970227670753066,0.03326348873755893,0.32157676348547715,0.277591973244147,0.30029654117631444,0.7
B000011558,한국에너지마이스터고등학교,고등학교,37.38492867,129.2243017,강원특별자치도,삼척시,근덕면,1,86,59.35,0.88,105,31.0,52.2,0.024833958995090964,0.5460028808066258,0.15411558669001751,0.006875327396542693,0.051867219917012375,0.02006688963210701,0.1339603105728994,0.134
B000011291,대동세무고등학교,고등학교,37.58158273,126.9879513,서울특별시,종로구,계동,0,291,24.09,1.37,274,76.7,72.8,0.08403118683222639,0.8634317608930501,0.23992994746059546,0.017941330539549504,0.9999999999999999,0.7090301003344479,0.48572738767664486,0.514
B000013466,대성고등학교,고등학교,37.62316122,126.9097907,서울특별시,은평구,갈현동,0,1085,34.45,0.06,3609,76.7,72.8,0.313312157089229,0.7701656463809866,0.010507880910683012,0.23631482451545313,0.9999999999999999,0.7090301003344479,0.5065551015384666,0.493
B000008351,신동중학교,중학교,37.5169159,127.0129154,서울특별시,서초구,잠원동,0,1823,18.51,5.71,4187,66.4,81.5,0.5264221773029166,0.9136658264314008,1.0,0.2741618648507072,0.7863070539419087,0.9999999999999998,0.7500928204211554,0.25
B000009150,상촌중학교,중학교,37.2762001,126.935309,경기도,수원시 권선구,금곡동,0,0,26.23,0.8,5096,48.2,75.6,0.0,0.8441663665826431,0.14010507880910683,0.33368255631220534,0.4087136929460581,0.8026755852842806,0.4215572133223823,0.578
B000008967,광산중학교,중학교,35.15922599,126.808605,광주광역시,광산구,우산동,0,1286,25.52,1.5,1984,37.8,68.3,0.37135431706612765,0.8505581562837594,0.2626970227670753,0.12991094814038764,0.19294605809128618,0.5585284280936451,0.3943324884070468,0.606
B000008373,단국대학교사범대학부속중학교,중학교,37.49561749,127.0577682,서울특별시,강남구,대치동,0,3435,23.26,3.88,5332,66.4,81.5,0.9919145249783425,0.8709038530788621,0.6795096322241682,0.34913567312729177,0.7863070539419087,0.9999999999999998,0.7796284562250954,0.22
B000010414,줄포중학교,중학교,35.59248737,126.676313,전북특별자치도,부안군,줄포면,1,57,68.56,0.0,93,37.4,64.9,0.016459717008374244,0.46308966510622973,0.0,0.006089575694080671,0.18464730290456421,0.44481605351170583,0.1858503857041591,0.186
B000011898,진도국악고등학교,고등학교,34.4080872,126.1907454,전라남도,진도군,임회면,1,31,91.3,0.0,150,28.5,51.6,0.008951775916835115,0.2583723442563918,0.0,0.009821896280775275,0.0,0.0,0.04619100274233369,0.046
B000012431,수일고등학교,고등학교,37.30771516,127.0180455,경기도,수원시 장안구,조원동,0,0,41.26,0.0,1670,57.3,67.5,0.0,0.7088584803745048,0.0,0.10935044525929807,0.5975103734439834,0.5317725752508362,0.3245819790547704,0.675
B000009866,화천중학교,중학교,38.09694119,127.7082684,강원특별자치도,화천군,하남면,1,25,70.12,0.43,221,35.2,66.3,0.007219174126479931,0.44904573280518534,0.07530647985989491,0.014470927187008906,0.13900414937759342,0.49163879598662175,0.19611420989046405,0.196
B000023212,대구가톨릭대학교사범대학부속무학고등학교,고등학교,35.92002869,128.8159912,경상북도,경산시,하양읍,1,672,22.47,0.88,3327,29.8,52.8,0.19405140051978054,0.8780158444364422,0.15411558669001751,0.2178496595075956,0.026970954356846488,0.04013377926421402,0.25185620412914933,0.252
B000009466,오산중학교,중학교,37.15430591,127.0626056,경기도,오산시,청학동,0,552,25.36,1.74,2177,48.2,75.6,0.15939936471267688,0.851998559596687,0.30472854640980734,0.1425484546883185,0.4087136929460581,0.8026755852842806,0.44501070060630477,0.555
B000010203,송악중학교,중학교,36.91658244,126.7047622,충청남도,당진시,송악읍,1,325,50.39,0.2,3177,35.6,67.5,0.09384926364423911,0.6266654663305725,0.03502626970227671,0.20802776322682034,0.14730290456431538,0.5317725752508362,0.2737740404531767,0.274
B000008594,덕문중학교,중학교,35.0515106,128.8306934,부산광역시,강서구,성북동,0,652,80.29,0.0,126,47.4,72.2,0.1882760612185966,0.3574900972272236,0.0,0.00825039287585123,0.39211618257261405,0.6889632107023413,0.27251599076610444,0.727
B000012188,운암고등학교,고등학교,35.93883398,128.5637524,대구광역시,북구,구암동,0,1177,40.65,0.03,3508,49.0,62.1,0.33987871787467516,0.7143500180050414,0.005253940455341506,0.22970141435306443,0.425311203319502,0.3511705685618731,0.3442776437615829,0.656
B000010268,함열중학교,중학교,36.0827198,126.9597687,전북특별자치도,익산시,함열읍,1,630,20.73,0.87,419,37.4,64.9,0.18192318798729426,0.89368023046453,0.15236427320490367,0.02743583027763227,0.18464730290456421,0.44481605351170583,0.314144479725105,0.314
B000012866,충원고등학교,고등학교,37.08806988,127.910885,충청북도,충주시,엄정면,1,490,107.36,0.0,105,32.1,53.8,0.14149581287900664,0.11379186172128197,0.0,0.006875327396542693,0.07468879668049788,0.0735785953177257,0.06840506566584248,0.068
B000012074,잠실고등학교,고등학교,37.52293043,127.106515,서울특별시,송파구,신천동,0,1960,18.13,1.54,3658,76.7,72.8,0.5659832515160266,0.9170867842996039,0.26970227670753066,0.23952331063383972,0.9999999999999999,0.7090301003344479,0.6168876205819082,0.383
B000010646,청산중학교,중학교,34.1818915,126.8638457,전라남도,완도군,청산면,1,46,114.7,0.31,61,33.6,63.7,0.013283280392723074,0.047713359740727324,0.0542907180385289,0.0039942378208486125,0.10580912863070535,0.4046822742474918,0.10496216647850418,0.105
B000012168,부산남일고등학교,고등학교,35.17856564,129.1011712,부산광역시,수영구,망미동,0,509,26.46,1.57,0,44.0,59.9,0.1469823852151314,0.8420957868203096,0.27495621716287216,0.0,0.32157676348547715,0.277591973244147,0.31053385432132286,0.689
B000011628,이리공업고등학교,고등학교,35.9542133,126.9533587,전북특별자치도,익산시,남중동,0,630,15.54,2.0,827,34.4,52.7,0.18192318798729426,0.9404033129276197,0.3502626970227671,0.05415138816134102,0.12240663900414928,0.03678929765886285,0.28098942046033903,0.719
B000012528,안산강서고등학교,고등학교,37.33479362,126.8179386,경기도,안산시 단원구,와동,0,0,42.14,0.0,3159,57.3,67.5,0.0,0.700936262153403,0.0,0.2068491356731273,0.5975103734439834,0.5317725752508362,0.3395113910868916,0.66
B000008225,광운중학교,중학교,37.61923977,127.0565452,서울특별시,노원구,월계동,0,1428,27.23,1.84,1400,66.4,81.5,0.4123592261045337,0.8351638458768456,0.3222416812609457,0.09167103195390257,0.7863070539419087,0.9999999999999998,0.5746238065230227,0.425
B000008601,모라중학교,중학교,35.1906712,128.9924382,부산광역시,사상구,모라동,0,274,16.02,2.96,2059,47.4,72.2,0.07912214842622005,0.9360821029888369,0.5183887915936952,0.1348218962807753,0.39211618257261405,0.6889632107023413,0.4582490554274138,0.542
B000011706,경주공업고등학교,고등학교,35.83555575,129.2051046,경상북도,경주시,사정동,0,553,19.29,1.95,126,29.8,52.8,0.15968813167773607,0.9066438602808786,0.3415061295971979,0.00825039287585123,0.026970954356846488,0.04013377926421402,0.24719887467545407,0.753
B000011490,이우고등학교,고등학교,37.35324326,127.090941,경기도,성남시 분당구,동원동,0,0,22.58,0.96,1419,57.3,67.5,0.0,0.8770255671588045,0.1681260945709282,0.09291513881613411,0.5975103734439834,0.5317725752508362,0.3778916248734477,0.622
B000009946,청풍중학교,중학교,36.99628126,128.1648122,충청북도,제천시,청풍면,1,252,40.66,1.89,38,35.3,68.9,0.0727692751949177,0.7142599927979835,0.3309982486865149,0.00248821372446307,0.1410788381742738,0.5785953177257526,0.30669831438398426,0.307
B000009905,서경중학교,중학교,36.61909886,127.4412818,충청북도,청주시 흥덕구,가경동,0,0,19.78,1.98,6080,35.3,68.9,0.0,0.9022326251350378,0.3467600700525394,0.39811419591409114,0.1410788381742738,0.5785953177257526,0.3944635078336157,0.606
B000013100,광양여자고등학교,고등학교,34.97649691,127.5804126,전라남도,광양시,광양읍,1,318,24.3,0.95,5068,28.5,51.6,0.09182789488882473,0.8615412315448325,0.16637478108581435,0.3318491356731273,0.0,0.0,0.24193217386543314,0.242
B000009148,남수원중학교,중학교,37.25199587,127.0336582,경기도,수원시 권선구,권선동,0,0,15.62,1.07,5145,48.2,75.6,0.0,0.9396831112711559,0.1873905429071804,0.3368910424305919,0.4087136929460581,0.8026755852842806,0.44589232913987775,0.554
B000012395,울산고등학교,고등학교,35.56309225,129.3311353,울산광역시,중구,복산동,0,587,24.35,2.04,1891,40.3,62.0,0.1695062084897488,0.8610911055095427,0.35726795096322245,0.12382137244630698,0.24481327800829866,0.34782608695652173,0.35072100039560683,0.649
B000008352,세화여자중학교,중학교,37.5019828,126.99423,서울특별시,서초구,반포동,0,1823,19.0,4.0,23,66.4,81.5,0.5264221773029166,0.90925459128556,0.7005253940455342,0.0015060240963855422,0.7863070539419087,0.9999999999999998,0.6540025401120507,0.346
B000008741,원화중학교,중학교,35.846562,128.5479421,대구광역시,달서구,성당동,0,1756,16.15,1.0,1740,47.4,74.8,0.5070747906439503,0.9349117752970832,0.17513134851138354,0.1139339968569932,0.39211618257261405,0.7759197324414713,0.48318130438724927,0.517
