학교ID,학교명,학교급구분,위도,경도,시도명,시군구명,읍면동명,현행_농어촌,α1_학원수,β1_최단광역접근시간,β2_광역접근가능시설수,γ1_학령인구10대,δ1_사교육비,δ3_참여율,α1_학원수_norm,β1_최단광역접근시간_norm,β2_광역접근가능시설수_norm,γ1_학령인구10대_norm,δ1_사교육비_norm,δ3_참여율_norm,E_s,G_괴리도
B000012914,웅천고등학교,고등학교,36.23446791,126.6041447,충청남도,보령시,웅천읍,1,172,66.8,0.31,194,34.0,53.5,0.04966791799018193,0.4789341015484335,0.0542907180385289,0.012702985856469357,0.11410788381742731,0.0635451505016722,0.12887479295878554,0.129
B000009919,충북여자중학교,중학교,36.62663158,127.4841051,충청북도,청주시 서원구,모충동,0,0,41.14,0.0,1483,35.3,68.9,0.0,0.7099387828592005,0.0,0.09710581456259823,0.1410788381742738,0.5785953177257526,0.2544531255536375,0.746
B000008784,대청중학교,중학교,37.8325852,124.6939792,인천광역시,옹진군,대청면,1,5,120.0,0.0,46,44.6,71.0,0.0014438348252959862,0.0,0.0,0.0030120481927710845,0.3340248962655602,0.6488294314381269,0.16455170178695902,0.165
B000012646,가온고등학교,고등학교,36.98842094,127.2760218,경기도,안성시,발화동,0,349,30.86,0.58,853,57.3,67.5,0.10077967080565985,0.8024846957148002,0.10157618213660244,0.05585385018334207,0.5975103734439834,0.5317725752508362,0.36499622458920394,0.635
B000023138,세종과학예술영재학교,고등학교,36.52289844,127.2491308,세종특별자치시,아름동,807,0,1726,28.46,0.99,0,47.2,67.1,0.4984117816921744,0.8240907454087144,0.1733800350262697,0.0,0.3879668049792532,0.5183946488294311,0.4003740026559738,0.6
B000008345,방배중학교,중학교,37.49486827,126.997827,서울특별시,서초구,반포동,0,1823,17.56,2.84,2024,66.4,81.5,0.5264221773029166,0.9222182211019085,0.4973730297723292,0.13253012048192772,0.7863070539419087,0.9999999999999998,0.644141767100165,0.356
B000008242,장원중학교,중학교,37.55396452,127.0060429,서울특별시,중구,신당동,0,160,19.66,4.84,648,66.4,81.5,0.04620271440947156,0.9033129276197336,0.8476357267950964,0.042430591932949194,0.7863070539419087,0.9999999999999998,0.6043148357831931,0.396
B000009007,대전법동중학교,중학교,36.36652684,127.4335276,대전광역시,대덕구,법동,0,314,27.01,0.97,1118,43.8,71.5,0.09067282702858794,0.837144400432121,0.16987740805604204,0.07320586694604506,0.31742738589211605,0.6655518394648829,0.35897995463663246,0.641
B000012416,달천고등학교,고등학교,35.63192969,129.3288462,울산광역시,북구,달천동,0,741,30.46,0.51,5336,40.3,62.0,0.21397632110886516,0.8060857039971192,0.08931698774080561,0.3493975903614458,0.24481327800829866,0.34782608695652173,0.34190266136217595,0.658
B000013391,창녕옥야고등학교,고등학교,35.60057032,128.3801199,경상남도,창녕군,이방면,1,83,98.26,0.0,296,35.1,58.3,0.023967658099913372,0.1957148001440402,0.0,0.019381875327396544,0.13692946058091282,0.22408026755852828,0.1000123436184652,0.1
B000011162,창녕옥야중학교,중학교,35.60057032,128.3801199,경상남도,창녕군,이방면,1,83,98.26,0.0,296,35.9,68.3,0.023967658099913372,0.1957148001440402,0.0,0.019381875327396544,0.15352697095435675,0.5585284280936451,0.15851995543655867,0.159
B000009879,서화중학교,중학교,38.22102397,128.2090807,강원특별자치도,인제군,서화면,1,38,95.12,0.0,83,35.2,66.3,0.010973144672249496,0.22398271516024482,0.0,0.005434782608695652,0.13900414937759342,0.49163879598662175,0.1451722646342342,0.145
B000011922,덕성여자고등학교,고등학교,37.57776082,126.9835581,서울특별시,종로구,안국동,0,291,22.39,1.57,150,76.7,72.8,0.08403118683222639,0.878736046092906,0.27495621716287216,0.009821896280775275,0.9999999999999999,0.7090301003344479,0.4927625744505379,0.507
B000022875,목포청호중학교,중학교,34.8160882,126.3906435,전라남도,목포시,연산동,0,510,32.6,0.31,1384,33.6,63.7,0.1472711521801906,0.7868203096867122,0.0542907180385289,0.09062336301728655,0.10580912863070535,0.4046822742474918,0.26491615763348586,0.735
B000013400,하동고등학교,고등학교,35.06391527,127.7461685,경상남도,하동군,하동읍,1,42,37.34,1.12,732,35.1,58.3,0.012128212532486284,0.7441483615412315,0.1961471103327496,0.04793085385018334,0.13692946058091282,0.22408026755852828,0.22689404439934863,0.227
B000011447,광주공업고등학교,고등학교,35.189132,126.8951358,광주광역시,북구,매곡동,0,1326,27.05,1.25,1378,41.3,60.7,0.38290499566849556,0.8367842996038891,0.21891418563922943,0.09023048716605553,0.2655601659751037,0.30434782608695676,0.349790326689955,0.65
B000012910,공주영명고등학교,고등학교,36.4519602,127.1278725,충청남도,공주시,중동,0,132,25.25,1.0,373,34.0,53.5,0.038117239387814035,0.8529888368743248,0.17513134851138354,0.024423782084861186,0.11410788381742731,0.0635451505016722,0.21138570686291386,0.789
B000011218,함양중학교,중학교,35.52544442,127.7310521,경상남도,함양군,함양읍,1,59,18.38,0.89,1643,35.9,68.3,0.017037250938492638,0.9148361541231544,0.15586690017513136,0.10758250392875852,0.15352697095435675,0.5585284280936451,0.3178963680355898,0.318
B000009285,과천중학교,중학교,37.43314941,126.9893133,경기도,과천시,중앙동,0,294,37.88,0.0,1034,48.2,75.6,0.08489748772740399,0.7392870003601008,0.0,0.0677056050288109,0.4087136929460581,0.8026755852842806,0.350546561891109,0.649
B000008142,정원여자중학교,중학교,37.58538212,126.9333431,서울특별시,서대문구,홍은동,0,745,27.92,0.83,1325,66.4,81.5,0.21513138896910194,0.8289521065898451,0.14535901926444833,0.08676008381351494,0.7863070539419087,0.9999999999999998,0.5104182754298031,0.49
B000012368,대전구봉고등학교,고등학교,36.29557493,127.3310026,대전광역시,서구,관저동,0,1474,34.34,0.2,6036,48.6,63.9,0.42564250649725677,0.7711559236586244,0.03502626970227671,0.3952331063383971,0.41701244813278004,0.4113712374581937,0.40924024863125474,0.591
B000010687,양학중학교,중학교,36.03347484,129.3418898,경상북도,포항시 북구,득량동,0,0,25.44,1.81,1619,34.3,68.4,0.0,0.8512783579402232,0.3169877408056042,0.10601100052383447,0.12033195020746879,0.561872909698997,0.3260803265293546,0.674
B000010114,추부중학교,중학교,36.19272749,127.4685019,충청남도,금산군,추부면,1,43,65.86,0.0,391,35.6,67.5,0.012416979497545482,0.4873964710118833,0.0,0.02560240963855422,0.14730290456431538,0.5317725752508362,0.20074855666052244,0.201
B000008281,정신여자중학교,중학교,37.50945384,127.0738473,서울특별시,송파구,잠실동,0,1960,28.0,0.9,869,66.4,81.5,0.5659832515160266,0.8282319049333814,0.1576182136602452,0.0569015191199581,0.7863070539419087,0.9999999999999998,0.56584032386192,0.434
B000010323,송동중학교,중학교,35.36398527,127.3426621,전북특별자치도,남원시,송동면,1,134,77.01,0.0,63,37.4,64.9,0.03869477331793243,0.38701836514223975,0.0,0.004125196437925615,0.18464730290456421,0.44481605351170583,0.17655028188572797,0.177
B000009673,문산수억중학교,중학교,37.85202703,126.8025649,경기도,파주시,파주읍,1,1331,82.94,0.0,743,48.2,75.6,0.38434883049379154,0.3336334173568599,0.0,0.04865112624410686,0.4087136929460581,0.8026755852842806,0.32967044205418283,0.33
B000009758,신림중학교,중학교,37.2298983,128.0879389,강원특별자치도,원주시,신림면,1,1008,86.93,0.0,107,35.2,66.3,0.2910771007796708,0.2977133597407273,0.0,0.007006286013619696,0.13900414937759342,0.49163879598662175,0.20440661531637216,0.204
B000012989,전주중앙여자고등학교,고등학교,35.82828292,127.1678274,전북특별자치도,전주시 덕진구,인후동1가,0,0,36.9,0.03,3394,34.4,52.7,0.0,0.7481094706517825,0.005253940455341506,0.22223677317967525,0.12240663900414928,0.03678929765886285,0.18913268682496856,0.811
B000012697,마석고등학교,고등학교,37.64380715,127.2993146,경기도,남양주시,화도읍,1,2048,26.12,0.92,6401,57.3,67.5,0.591394744441236,0.8451566438602809,0.16112084063047286,0.41913305395495026,0.5975103734439834,0.5317725752508362,0.5243480385969599,0.524
B000011382,동명공업고등학교,고등학교,35.12091013,129.1008256,부산광역시,남구,용당동,0,644,37.58,0.0,625,44.0,59.9,0.18596592549812302,0.7419877565718401,0.0,0.04092456783656365,0.32157676348547715,0.277591973244147,0.2613411644393585,0.739
B000012961,태안고등학교,고등학교,36.75429893,126.3178128,충청남도,태안군,태안읍,1,53,27.71,0.74,2529,34.0,53.5,0.015304649148137454,0.8308426359380626,0.1295971978984238,0.16559717129387114,0.11410788381742731,0.0635451505016722,0.21983244809959906,0.22
B000010344,용진중학교,중학교,35.88236024,127.1532729,전북특별자치도,완주군,용진읍,1,205,48.93,0.0,686,37.4,64.9,0.059197227837135435,0.639809146561037,0.0,0.04491880565741226,0.18464730290456421,0.44481605351170583,0.22889808941197579,0.229
B000013224,영천고등학교,고등학교,35.97350714,128.944752,경상북도,영천시,야사동,0,141,28.08,1.37,2490,29.8,52.8,0.04071614207334681,0.8275117032769176,0.23992994746059546,0.16304347826086957,0.026970954356846488,0.04013377926421402,0.22305100078213166,0.777
B000010350,운주중학교,중학교,36.08868999,127.2813392,전북특별자치도,완주군,운주면,1,205,73.85,0.0,55,37.4,64.9,0.059197227837135435,0.4154663305725603,0.0,0.003601361969617601,0.18464730290456421,0.44481605351170583,0.18462137946593055,0.185
B000012925,서산고등학교,고등학교,36.71554973,126.5460725,충청남도,서산시,해미면,1,353,53.12,0.0,398,34.0,53.5,0.10193473866589663,0.602088584803745,0.0,0.02606076479832373,0.11410788381742731,0.0635451505016722,0.1512895204311775,0.151
B000010584,해남제일중학교,중학교,34.57655772,126.5965165,전라남도,해남군,해남읍,1,74,25.08,0.71,2619,33.6,63.7,0.021368755414380596,0.8545192653943104,0.1243432574430823,0.1714903090623363,0.10580912863070535,0.4046822742474918,0.28036883169871774,0.28
B000010332,만경중학교,중학교,35.84855174,126.8172224,전북특별자치도,김제시,만경읍,1,107,63.74,0.0,101,37.4,64.9,0.030898065261334106,0.5064818149081742,0.0,0.006613410162388686,0.18464730290456421,0.44481605351170583,0.19557610779136114,0.196
B000011255,제주동중학교,중학교,33.51882145,126.5723074,제주특별자치도,제주시,화북일동,0,1317,36.11,0.14,2707,37.0,69.0,0.38030609298296275,0.7552214620093626,0.0245183887915937,0.17725248821372447,0.17634854771784225,0.5819397993311035,0.3492644631744315,0.651
B000012924,서령고등학교,고등학교,36.79480039,126.4581655,충청남도,서산시,동문동,0,353,18.6,0.88,1913,34.0,53.5,0.10193473866589663,0.912855599567879,0.15411558669001751,0.125261917234154,0.11410788381742731,0.0635451505016722,0.2453034794128411,0.755
B000010632,법성중학교,중학교,35.35826749,126.45601,전라남도,영광군,법성면,1,86,46.69,1.3,243,33.6,63.7,0.024833958995090964,0.6599747929420238,0.22767075306479861,0.015911471974855946,0.10580912863070535,0.4046822742474918,0.23981372997582773,0.24
B000010952,춘양중학교,중학교,36.94786297,128.914111,경상북도,봉화군,춘양면,1,19,37.13,0.96,196,34.3,68.4,0.005486572336124748,0.746038890889449,0.1681260945709282,0.01283394447354636,0.12033195020746879,0.561872909698997,0.26911506036275235,0.269
B000008461,창문여자중학교,중학교,37.6134057,127.0357962,서울특별시,강북구,미아동,0,388,33.0,0.31,1718,66.4,81.5,0.11204158244296854,0.7832193014043932,0.0542907180385289,0.11249345206914615,0.7863070539419087,0.9999999999999998,0.4747253513161575,0.525
B000009139,수원북중학교,중학교,37.29541111,127.021034,경기도,수원시 장안구,영화동,0,0,29.12,0.72,930,48.2,75.6,0.0,0.818149081742888,0.12609457092819615,0.060895756940806706,0.4087136929460581,0.8026755852842806,0.3694214479737049,0.631
B000012670,정발고등학교,고등학교,37.66365025,126.7861372,경기도,고양시 일산동구,마두동,0,0,24.02,0.96,2868,57.3,67.5,0.0,0.8640619373424558,0.1681260945709282,0.18779465688842326,0.5975103734439834,0.5317725752508362,0.39154427291610444,0.608
B000008902,각화중학교,중학교,35.18149377,126.9379697,광주광역시,북구,각화동,0,1326,25.58,0.91,1692,37.8,68.3,0.38290499566849556,0.8500180050414117,0.159369527145359,0.11079099004714511,0.19294605809128618,0.5585284280936451,0.37575966734789046,0.624
B000009239,부인중학교,중학교,37.49055345,126.7486718,경기도,부천시 원미구,상동,0,0,37.68,0.27,1833,48.2,75.6,0.0,0.7410875045012604,0.047285464098073555,0.12002357255107386,0.4087136929460581,0.8026755852842806,0.3532976365634577,0.647
B000009159,수원제일중학교,중학교,37.28713514,127.0008026,경기도,수원시 팔달구,화서동,0,0,26.93,1.21,2087,48.2,75.6,0.0,0.8378646020885848,0.2119089316987741,0.13665531691985333,0.4087136929460581,0.8026755852842806,0.39963635482292514,0.6
B000023777,조암중학교,중학교,35.8232027,128.5240795,대구광역시,달서구,월성동,0,1756,26.48,0.85,7352,47.4,74.8,0.5070747906439503,0.8419157364061938,0.14886164623467601,0.4814038763750655,0.39211618257261405,0.7759197324414713,0.5245486607789951,0.475
B000011006,경원중학교,중학교,35.22548083,128.6632959,경상남도,창원시 성산구,중앙동,0,0,30.86,0.76,3481,35.9,68.3,0.0,0.8024846957148002,0.1330998248686515,0.2279334730225249,0.15352697095435675,0.5585284280936451,0.31259556544232975,0.687
B000012140,삼정고등학교,고등학교,35.19360082,129.0100284,부산광역시,북구,구포동,0,642,18.86,1.33,2323,44.0,59.9,0.18538839156800463,0.9105149441843716,0.2329246935201401,0.15210843373493976,0.32157676348547715,0.277591973244147,0.34668419995618005,0.653
B000010324,금지중학교,중학교,35.35002408,127.3016161,전북특별자치도,남원시,금지면,1,134,59.13,0.0,85,37.4,64.9,0.03869477331793243,0.5479834353619013,0.0,0.0055657412257726566,0.18464730290456421,0.44481605351170583,0.2036178843869794,0.204
B000011863,고양국제고등학교,고등학교,37.68458737,126.8086453,경기도,고양시 일산동구,식사동,0,0,42.18,0.0,5301,57.3,67.5,0.0,0.7005761613251711,0.0,0.34710581456259826,0.5975103734439834,0.5317725752508362,0.3628274874304315,0.637
B000008395,당곡중학교,중학교,37.4923589,126.9326777,서울특별시,관악구,봉천동,0,733,31.14,0.61,1195,66.4,81.5,0.21166618538839158,0.7999639899171768,0.10683012259194395,0.0782477737035097,0.7863070539419087,0.9999999999999998,0.49716918759048834,0.503
B000010292,진경여자중학교,중학교,36.00127876,126.9327919,전북특별자치도,익산시,황등면,1,630,56.2,0.16,355,37.4,64.9,0.18192318798729426,0.5743608210298883,0.028021015761821366,0.02324515453116815,0.18464730290456421,0.44481605351170583,0.239502255954407,0.24
B000009524,이천경남중학교,중학교,37.13607492,127.5188855,경기도,이천시,설성면,1,580,71.04,0.0,158,48.2,75.6,0.1674848397343344,0.4407634137558516,0.0,0.01034573074908329,0.4087136929460581,0.8026755852842806,0.3049972104116013,0.305
B000013045,장수고등학교,고등학교,35.65594323,127.5223725,전북특별자치도,장수군,장수읍,1,23,22.68,0.65,720,34.4,52.7,0.006641640196361537,0.8761253150882247,0.11383537653239931,0.04714510214772132,0.12240663900414928,0.03678929765886285,0.2004905617712865,0.2
B000012202,대륜고등학교,고등학교,35.85168394,128.6567622,대구광역시,수성구,만촌동,0,2501,36.65,0.23,4019,49.0,62.1,0.7222061796130523,0.7503601008282319,0.040280210157618214,0.2631613410162389,0.425311203319502,0.3511705685618731,0.425414933916086,0.575
B000011524,경기항공고등학교,고등학교,37.47331347,126.8570351,경기도,광명시,광명동,0,886,41.24,0.0,1933,57.3,67.5,0.2558475310424488,0.7090385307886208,0.0,0.12657150340492404,0.5975103734439834,0.5317725752508362,0.37012341898846884,0.63
B000023847,배곧중학교,중학교,37.37485445,126.7308421,경기도,시흥시,배곧동,0,1462,48.93,0.0,5465,48.2,75.6,0.42217730291654637,0.639809146561037,0.0,0.35784442116291254,0.4087136929460581,0.8026755852842806,0.4385366914784724,0.561
B000011652,목포공업고등학교,고등학교,34.79607323,126.4038678,전라남도,목포시,용당동,0,510,21.03,2.44,226,28.5,51.6,0.1472711521801906,0.8909794742527908,0.4273204903677758,0.014798323729701416,0.0,0.0,0.24672824008840977,0.753
B000008304,목일중학교,중학교,37.51354095,126.8740325,서울특별시,양천구,신정동,0,2107,25.71,1.0,3635,66.4,81.5,0.6084319953797286,0.8488476773496578,0.17513134851138354,0.2380172865374542,0.7863070539419087,0.9999999999999998,0.6094558936200221,0.391
B000010644,완도여자중학교,중학교,34.31294047,126.7420957,전라남도,완도군,완도읍,1,46,19.72,0.85,1597,33.6,63.7,0.013283280392723074,0.9027727763773856,0.14886164623467601,0.10457045573598743,0.10580912863070535,0.4046822742474918,0.27999659360316154,0.28
B000012531,상현고등학교,고등학교,37.29911295,127.0743761,경기도,용인시 수지구,상현동,0,0,32.03,0.31,3364,57.3,67.5,0.0,0.7919517464890169,0.0542907180385289,0.2202723939235202,0.5975103734439834,0.5317725752508362,0.3659663011909809,0.634
B000022699,정관중학교,중학교,35.32390251,129.1729489,부산광역시,기장군,정관읍,1,588,50.46,0.0,12558,47.4,72.2,0.16979497545480798,0.6260352898811667,0.0,0.822289156626506,0.39211618257261405,0.6889632107023413,0.4498664692062393,0.45
B000011616,서천여자정보고등학교,고등학교,36.08312752,126.6993362,충청남도,서천군,서천읍,1,57,29.57,0.55,1232,34.0,53.5,0.016459717008374244,0.8140979474252791,0.09632224168126095,0.08067050811943427,0.11410788381742731,0.0635451505016722,0.19753390809224136,0.198
B000023821,대구가톨릭대학교사범대학부속무학중학교,중학교,35.92002869,128.8159912,경상북도,경산시,하양읍,1,672,22.47,0.88,3327,34.3,68.4,0.19405140051978054,0.8780158444364422,0.15411558669001751,0.2178496595075956,0.12033195020746879,0.561872909698997,0.35437289184338355,0.354
B000012086,영파여자고등학교,고등학교,37.53273562,127.1197395,서울특별시,송파구,풍납동,0,1960,23.11,1.03,1712,76.7,72.8,0.5659832515160266,0.8722542311847317,0.18038528896672504,0.11210057621791514,0.9999999999999999,0.7090301003344479,0.5732922413699744,0.427
B000009211,양영중학교,중학교,37.37652556,127.1359747,경기도,성남시 분당구,서현동,0,0,29.74,0.59,1987,48.2,75.6,0.0,0.8125675189052934,0.10332749562171628,0.13010738606600314,0.4087136929460581,0.8026755852842806,0.3762319464705586,0.624
B000008327,백석중학교,중학교,37.54829091,126.8589539,서울특별시,강서구,등촌동,0,1383,27.5,0.81,3247,66.4,81.5,0.3993647126768698,0.8327331652862802,0.14185639229422067,0.21261131482451545,0.7863070539419087,0.9999999999999998,0.5621454398372991,0.438
B000009878,원통중학교,중학교,38.12747115,128.2129813,강원특별자치도,인제군,북면,1,38,36.55,1.08,599,35.2,66.3,0.010973144672249496,0.7512603528988117,0.18914185639229422,0.0392221058145626,0.13900414937759342,0.49163879598662175,0.27020673419035546,0.27
B000010413,보안중학교,중학교,35.61010081,126.6735425,전북특별자치도,부안군,보안면,1,57,58.39,0.0,65,37.4,64.9,0.016459717008374244,0.5546453006841915,0.0,0.00425615505500262,0.18464730290456421,0.44481605351170583,0.20080408819397305,0.201
B000008129,선정중학교,중학교,37.61870451,126.9090316,서울특별시,은평구,갈현동,0,1085,34.45,0.06,3609,66.4,81.5,0.313312157089229,0.7701656463809866,0.010507880910683012,0.23631482451545313,0.7863070539419087,0.9999999999999998,0.5194345938063767,0.481
B000008899,대자중학교,중학교,35.16908898,126.8675217,광주광역시,서구,동천동,0,918,22.46,2.16,2135,37.8,68.3,0.2650880739243431,0.8781058696435002,0.37828371278458844,0.1397983237297014,0.19294605809128618,0.5585284280936451,0.40212507771117734,0.598
B000023736,섬강중학교,중학교,37.37687867,127.8807396,강원특별자치도,원주시,지정면,1,1008,73.66,0.0,3899,35.2,66.3,0.2910771007796708,0.4171768095066618,0.0,0.25530382399161866,0.13900414937759342,0.49163879598662175,0.26570011327369436,0.266
B000026774,한들물빛중학교,중학교,36.78537042,127.0890755,충청남도,아산시,탕정면,1,731,41.71,0.29,7270,35.6,67.5,0.21108865145827319,0.7048073460568959,0.05078809106830122,0.4760345730749084,0.14730290456431538,0.5317725752508362,0.35363235691225503,0.354
B000012570,은행고등학교,고등학교,37.44341639,126.8029873,경기도,시흥시,은행동,0,1462,59.96,0.0,6898,57.3,67.5,0.42217730291654637,0.5405113431760893,0.0,0.45167627029858565,0.5975103734439834,0.5317725752508362,0.42394131084767345,0.576
B000009372,당정중학교,중학교,37.34871302,126.9588427,경기도,군포시,당정동,0,679,27.15,0.74,2106,48.2,75.6,0.19607276927519493,0.8358840475333094,0.1295971978984238,0.13789942378208486,0.4087136929460581,0.8026755852842806,0.41847378611989194,0.582
B000008521,덕명여자중학교,중학교,35.15108044,129.0704519,부산광역시,부산진구,전포동,0,899,22.47,1.62,1469,47.4,72.2,0.2596015015882183,0.8780158444364422,0.28371278458844135,0.0961891042430592,0.39211618257261405,0.6889632107023413,0.43309977135518607,0.567
B000009814,두촌중학교,중학교,37.87177845,128.0263307,강원특별자치도,홍천군,두촌면,1,81,119.23,0.0,69,35.2,66.3,0.02339012416979498,0.006931940943464054,0.0,0.004518072289156627,0.13900414937759342,0.49163879598662175,0.1109138471277718,0.111
B000012387,신탄진고등학교,고등학교,36.44970668,127.4359505,대전광역시,대덕구,신탄진동,0,314,13.15,1.07,1025,48.6,63.9,0.09067282702858794,0.9619193374144761,0.1873905429071804,0.06711629125196439,0.41701244813278004,0.4113712374581937,0.3559137806988637,0.644
B000008212,온곡중학교,중학교,37.66058142,127.0643327,서울특별시,노원구,상계동,0,1428,26.54,0.94,1418,66.4,81.5,0.4123592261045337,0.8413755851638459,0.1646234676007005,0.0928496595075956,0.7863070539419087,0.9999999999999998,0.5495858320530973,0.45
B000012789,장성여자고등학교,고등학교,37.1262972,129.0057064,강원특별자치도,태백시,문곡동,0,43,61.93,0.0,176,31.0,52.2,0.012416979497545482,0.522776377385668,0.0,0.011524358302776323,0.051867219917012375,0.02006688963210701,0.1031086374558515,0.897
B000009310,안산성호중학교,중학교,37.31415903,126.8681669,경기도,안산시 상록구,일동,0,0,31.47,0.44,1917,48.2,75.6,0.0,0.7969931580842636,0.07705779334500876,0.12552383446830803,0.4087136929460581,0.8026755852842806,0.3684940106879865,0.632
B000010068,보령중학교,중학교,36.41706057,126.5905927,충청남도,보령시,주포면,1,172,46.96,0.0,59,35.6,67.5,0.04966791799018193,0.6575441123514584,0.0,0.0038632792037716084,0.14730290456431538,0.5317725752508362,0.23169179822676056,0.232
B000012828,철원고등학교,고등학교,38.20962891,127.2112801,강원특별자치도,철원군,철원읍,1,60,18.69,1.0,341,31.0,52.2,0.017326017903551837,0.9120453727043571,0.17513134851138354,0.022328444211629127,0.051867219917012375,0.02006688963210701,0.19979421548000686,0.2
B000011280,남주중학교,중학교,33.27652166,126.5649677,제주특별자치도,서귀포시,동홍동,0,456,30.03,0.68,2751,37.0,69.0,0.13167773606699396,0.8099567879006122,0.11908931698774082,0.18013357778941855,0.17634854771784225,0.5819397993311035,0.3331909609656185,0.667
B000012152,대동고등학교,고등학교,35.0873648,128.9842391,부산광역시,사하구,신평동,0,677,38.61,0.0,1961,44.0,59.9,0.19549523534507654,0.7327151602448686,0.0,0.1284049240440021,0.32157676348547715,0.277591973244147,0.27596400939392857,0.724
B000023140,종촌고등학교,고등학교,36.50463068,127.2458378,세종특별자치시,종촌동,678,0,1726,28.46,0.99,0,47.2,67.1,0.4984117816921744,0.8240907454087144,0.1733800350262697,0.0,0.3879668049792532,0.5183946488294311,0.4003740026559738,0.6
B000011703,포항과학기술고등학교,고등학교,35.99179076,129.5659125,경상북도,포항시 남구,구룡포읍,1,0,48.22,0.0,170,29.8,52.8,0.0,0.6462009362621534,0.0,0.011131482451545313,0.026970954356846488,0.04013377926421402,0.12073952538912652,0.121
B000012947,청양고등학교,고등학교,36.45358604,126.7979573,충청남도,청양군,청양읍,1,15,98.72,0.0,1073,34.0,53.5,0.004331504475887959,0.19157364061937343,0.0,0.07025929806181247,0.11410788381742731,0.0635451505016722,0.07396957957936222,0.074
B000011871,원주의료고등학교,고등학교,37.31446027,127.8225113,강원특별자치도,원주시,문막읍,1,1008,49.37,0.0,1285,31.0,52.2,0.2910771007796708,0.6358480374504861,0.0,0.08414091147197486,0.051867219917012375,0.02006688963210701,0.18050002654187522,0.181
B000009313,안산중학교,중학교,37.36094704,126.8741442,경기도,안산시 상록구,장상동,0,0,51.41,0.0,597,48.2,75.6,0.0,0.617482895210659,0.0,0.0390911471974856,0.4087136929460581,0.8026755852842806,0.3113272201064139,0.689
B000023137,세종국제고등학교,고등학교,36.52175116,127.2468867,세종특별자치시,아름동,810,0,1726,28.46,0.99,0,47.2,67.1,0.4984117816921744,0.8240907454087144,0.1733800350262697,0.0,0.3879668049792532,0.5183946488294311,0.4003740026559738,0.6
B000008122,상신중학교,중학교,37.58978547,126.9064249,서울특별시,은평구,신사동,0,1085,35.79,0.0,3609,66.4,81.5,0.313312157089229,0.7581022686352179,0.0,0.23631482451545313,0.7863070539419087,0.9999999999999998,0.5156727173636347,0.484
B000009287,별망중학교,중학교,37.30449617,126.8125395,경기도,안산시 단원구,초지동,0,0,41.99,0.05,3905,48.2,75.6,0.0,0.7022866402592726,0.008756567425569177,0.25569669984284965,0.4087136929460581,0.8026755852842806,0.3630215309596717,0.637
B000026797,아산세교중학교,중학교,36.77953145,127.0958804,충청남도,아산시,배방읍,1,731,35.67,0.51,11950,35.6,67.5,0.21108865145827319,0.7591825711199136,0.08931698774080561,0.7824777370350969,0.14730290456431538,0.5317725752508362,0.42019023786154014,0.42
B000009705,일동중학교,중학교,37.96123182,127.315232,경기도,포천시,일동면,1,149,24.79,0.82,624,48.2,75.6,0.04302627779382039,0.8571299963989918,0.1436077057793345,0.040859088528025146,0.4087136929460581,0.8026755852842806,0.38266872445508504,0.383
B000008645,안심중학교,중학교,35.86674984,128.7092322,대구광역시,동구,서호동,0,892,37.06,0.06,2639,47.4,74.8,0.25758013283280395,0.7466690673388549,0.010507880910683012,0.17279989523310635,0.39211618257261405,0.7759197324414713,0.3925988152215889,0.607
B000008272,풍납중학교,중학교,37.52536544,127.1156283,서울특별시,송파구,풍납동,0,1960,23.11,1.03,1712,66.4,81.5,0.5659832515160266,0.8722542311847317,0.18038528896672504,0.11210057621791514,0.7863070539419087,0.9999999999999998,0.5861717336378844,0.414
B000013384,군북고등학교,고등학교,35.25959757,128.3435335,경상남도,함안군,군북면,1,108,83.7,0.3,250,35.1,58.3,0.031186832226393305,0.3267915016204537,0.05253940455341506,0.01636982713462546,0.13692946058091282,0.22408026755852828,0.1313162156123881,0.131
B000009505,통진중학교,중학교,37.68585311,126.6021476,경기도,김포시,통진읍,1,1783,51.56,0.0,2645,48.2,75.6,0.5148714987005487,0.6161325171047893,0.0,0.17319277108433737,0.4087136929460581,0.8026755852842806,0.419264344186669,0.419
B000011488,성보경영고등학교,고등학교,37.46184664,127.1585265,경기도,성남시 수정구,단대동,0,0,38.26,0.0,1029,57.3,67.5,0.0,0.7358660424918978,0.0,0.06737820848611839,0.5975103734439834,0.5317725752508362,0.3220878666121393,0.678
B000012441,태장고등학교,고등학교,37.24936938,127.0594286,경기도,수원시 영통구,영통동,0,0,29.57,1.05,1760,57.3,67.5,0.0,0.8140979474252791,0.18388791593695272,0.11524358302776323,0.5975103734439834,0.5317725752508362,0.37375206584746906,0.626
B000012362,청란여자고등학교,고등학교,36.31073792,127.4295277,대전광역시,중구,부사동,0,478,25.73,1.16,351,48.6,63.9,0.13803060929829628,0.848667626935542,0.20315236427320488,0.022983237297014146,0.41701244813278004,0.4113712374581937,0.3402029205658385,0.66
B000027347,상북중학교,중학교,35.5820685,129.099067,울산광역시,울주군,상북면,1,597,50.23,0.11,357,43.9,74.2,0.17239387814034077,0.6281058696435002,0.01926444833625219,0.023376113148245156,0.31950207468879666,0.7558528428093647,0.31974920446108324,0.32
